Day,Day of Year (Day),Duration (min),Fixture,Flow Rate (gpm),Mains Temperature (deg F),Start Time of Year (hr),Start time (hr),Fraction Hot Water,Hot Water Flow Rate (gpm),Hot Water Volume (gal),Mixed Water Volume (gal),Effectiveness Generic Equal (-),Savings Generic Equal (Btu),Potable Flow Rate Unequal-WaterHeater (gal/min),Potable Flow Unequal-WaterHeater (gal),Effectiveness Generic Unequal_WaterHeater (-),Savings Generic Unequal_WaterHeater (Btu),Fixture Cold Temperature Generic (deg F),Flow_Delta Generic (gal/min),Flow_Cold_ThroughDWHR_Generic,FlowRate Effectiveness Minimum,FlowRate Effectiveness Maximum,FlowRate_Cold_Effectiveness Generic,FlowRate_Draw_Effectiveness Generic,FlowRate_Minimum,"Effectiveness_Draw_Generic Equal, Flow=Cold","HeatRecovered_Draw Generic Equal, Flow=Cold",HeatRecoveryRate_Equal Generic (Btu/min),Flow Ratio Generic,HeatRecoveryRate_Unequal-Fixture Generic (Btu/min),HeatRecovered_Draw_Generic_Unequal-Fixture (Btu),Flow_Cold_ThroughDWHR_PostCalcuations Generic
2D6,296.0,6.837999999999999,SHWR,2.0,59.711999999999996,7087.31,7.31,0.8191289249023296,1.6382578498046592,11.202407176964257,13.675999999999998,0.42727019999999993,2196.713455506954,0.36174215019534073,2.4735928230357396,0.7906146435911577,735.198784361522,89.5081504167023,0.003224015740911468,0.7845644912758326,0.5,7.5,0.7877885070167441,2.0,0.7877885070167441,0.4978202589749612,1008.1450396720319,147.43273466979116,2.5387524471177527,194.849085081417,1332.3780437867292,0.7845644912758326
2E1,298.0,15.518,SHWR,2.0,59.48949999999999,7137.46,9.46,0.819853901514128,1.639707803028256,25.444985687392478,31.036,0.42727019999999993,5009.663166653009,0.360292196971744,5.591014312607524,0.7909267738917642,1670.5791638024893,89.452740656772,0.0032696753721862537,0.7828628398568922,0.5,7.5,0.7861325152290785,2.0,0.7861325152290785,0.4978907861354599,2294.5935875213263,147.86657994079948,2.5441003409166982,195.52987119696104,3034.2325412344417,0.7828628398568922
2E1,298.0,8.115,SHWR,2.0,59.48949999999999,7140.2,12.2,0.819853901514128,1.639707803028256,13.306228821574294,16.23,0.42727019999999993,2619.758770291866,0.360292196971744,2.923771178425703,0.7909267738917642,873.6145066540277,89.452740656772,0.0032696753721862537,0.7828628398568922,0.5,7.5,0.7861325152290785,2.0,0.7861325152290785,0.4978907861354599,1199.9372962195878,147.86657994079948,2.5441003409166982,195.52987119696104,1586.7249047633388,0.7828628398568922
2D3,299.0,2.705,SHWR,1.746,59.408,7158.21,6.21,0.8201180025903008,1.431926032522665,3.8733599179738087,4.72293,0.44428736987292866,794.1319924632396,0.3140739674773349,0.8495700820261909,0.7428352681387269,238.84103320613966,89.61570093025155,0.0024000275054248954,0.687826752750791,0.5,7.5,0.6902267802562159,1.746,0.6902267802562159,0.501804217419827,354.5770302339804,131.082081417368,2.529603385356731,173.07647870022475,468.171874884108,0.687826752750791
2D3,299.0,4.129,SHWR,2.0,59.408,7159.27,7.27,0.8201180025903008,1.6402360051806015,6.772534465390702,8.258,0.42727019999999993,1335.3487330956118,0.35976399481939847,1.4854655346092962,0.7910405310757904,444.71167630489856,89.43246956591688,0.003286496123993121,0.7822421509016273,0.5,7.5,0.7855286470256204,2.0,0.7855286470256204,0.497916479954384,611.1961748066323,148.0252300330909,2.546056095564353,195.77892681905192,808.3711888358653,0.7822421509016273
5D6,300.0,5.371,SHWR,2.0,59.33,7181.91,5.91,0.8203700377222921,1.6407400754445842,8.812414945212863,10.742,0.42727019999999993,1739.992337907875,0.35925992455541583,1.9295850547871385,0.7911491167133563,578.7378121235157,89.41308155258363,0.0033026427948054105,0.7816494214065663,0.5,7.5,0.7849520642013718,2.0,0.7849520642013718,0.4979410006520823,795.8583182018849,148.17693505899922,2.547926289021032,196.01713135859464,1052.808012527012,0.7816494214065663
5D6,300.0,10.612,SHWR,2.0,59.33,7186.91,10.91,0.8203700377222921,1.6407400754445842,17.41153368061793,21.224,0.42727019999999993,3437.86979889748,0.35925992455541583,3.812466319382073,0.7911491167133563,1143.4678201926547,89.41308155258363,0.0033026427948054105,0.7816494214065663,0.5,7.5,0.7849520642013718,2.0,0.7849520642013718,0.4979410006520823,1572.4536348460997,148.17693505899922,2.547926289021032,196.01713135859464,2080.133797977406,0.7816494214065663
5D6,300.0,3.537,SHWR,2.0,59.33,7192.68,16.68,0.8203700377222921,1.6407400754445842,5.8032976468474935,7.074,0.42727019999999993,1145.8486127686,0.35925992455541583,1.2707023531525057,0.7911491167133563,381.1200226179249,89.41308155258363,0.0033026427948054105,0.7816494214065663,0.5,7.5,0.7849520642013718,2.0,0.7849520642013718,0.4979410006520823,524.1018193036803,148.17693505899922,2.547926289021032,196.01713135859464,693.3125936153492,0.7816494214065663
4D8,301.0,12.053,SHWR,1.585,59.2595,7208.25,8.25,0.8205972318152869,1.3006466124272296,15.676693619585395,19.104005,0.4546520741766412,3297.866565723466,0.28435338757277023,3.4273113804146003,0.7049627621718371,917.3798992996716,89.68754566540107,0.0019660163096325567,0.626173969164857,0.5,7.5,0.6281399854744896,1.585,0.6281399854744896,0.504151166843885,1449.2451422205102,120.23937129515556,2.5233228844724946,158.65693923896387,1912.2920886472316,0.626173969164857
4D8,301.0,11.005,SHWR,1.614,59.2595,7220.8,20.8,0.8205972318152869,1.324443932149873,14.575505473309354,17.76207,0.4528142617271233,3053.818023983064,0.28955606785012694,3.1865645266906473,0.7122664035470981,861.7765197488189,89.66846594461002,0.002042697305633112,0.6371505162185696,0.5,7.5,0.6391932135242027,1.614,0.6391932135242027,0.5037444479101562,1345.432625346338,122.25648571979445,2.5250580980063657,161.34755171034953,1775.6298065723968,0.6371505162185696
4D8,301.0,8.516,SHWR,1.575,59.2595,7221.73,21.73,0.8205972318152869,1.2924406401090769,11.0064244911689,13.4127,0.4552826035570312,2318.60488726639,0.2825593598909231,2.406275508831101,0.7023962078995815,641.7368659275204,89.69407583444114,0.0019401241435544891,0.6223839088807359,0.5,7.5,0.6243240330242904,1.575,0.6243240330242904,0.5042904457344807,1018.0190993239115,119.54193275292526,2.522728449793189,157.72694036585918,1343.2026241556568,0.6223839088807359
6D2,302.0,4.833,SHWR,2.0,59.2095,7231.6,7.6,0.820758014357283,1.641516028714566,7.933446966777497,9.666,0.42727019999999993,1569.832632983305,0.3584839712854339,1.732553033222502,0.7913163197389447,521.1234515490546,89.38315359971426,0.003327680277360412,0.7807362267580648,0.5,7.5,0.7840639070354252,2.0,0.7840639070354252,0.4979787486059722,717.2705916884768,148.41104731812058,2.5508124810413406,196.38482897525236,949.1278784373947,0.7807362267580648
2D4,303.0,4.476,SHWR,2.0,59.1315,7256.47,8.47,0.8210082604687794,1.6420165209375588,7.349665947716512,8.952,0.42727019999999993,1456.3500924860816,0.35798347906244127,1.602334052283487,0.7914241977117318,482.84250807316204,89.36379666854765,0.00334394735202892,0.7801467222512841,0.5,7.5,0.783490669603313,2.0,0.783490669603313,0.4980030970332067,664.9654188142355,148.56242600854233,2.552678771545058,196.62264854177062,880.0829748729652,0.7801467222512841
4D6,306.0,7.211,SHWR,1.88,58.853,7327.29,7.29,0.8218960941813455,1.5451646570609294,11.142182342066365,13.55668,0.43539576815616005,2261.047018571984,0.33483534293907063,2.4144976579336386,0.7705963578943082,712.7312248738924,89.38351801407484,0.0029410354879459977,0.7339024933372801,0.5,7.5,0.7368435288252261,1.88,0.7368435288252261,0.49994456817330474,1017.5708765453987,141.11369803708206,2.5514236421365415,186.7402857798056,1346.5842007581782,0.7339024933372801
4D6,306.0,6.837999999999999,SHWR,1.84,58.853,7331.3,11.3,0.8218960941813455,1.5122888132936758,10.341030905302153,12.581919999999998,0.43807200412416,2111.3705727216134,0.32771118670632454,2.2408890946978466,0.7628689895903997,654.8508108803765,89.41239306289181,0.0027990381653804075,0.7190981182892712,0.5,7.5,0.7218971564546516,1.84,0.7218971564546516,0.5005497162846314,946.5066995917116,138.4186457431576,2.5488395175796565,183.1254175281212,1252.2116050572927,0.7190981182892712
4D6,306.0,3.606,SHWR,1.5830000000000002,58.853,7332.82,12.82,0.8218960941813455,1.30106151708907,4.691627830623187,5.708298,0.45477831304572464,994.4396426202698,0.28193848291093027,1.0166701693768143,0.7047137261066139,274.45102473569386,89.58898306754573,0.0020136065288166582,0.6229581461488992,0.5,7.5,0.6249717526777159,1.5830000000000002,0.6249717526777159,0.5042668457036896,435.3299746617438,120.72378665051131,2.5329144768824747,159.45423898651367,574.9919857853682,0.6229581461488992
4D6,306.0,8.081,SHWR,1.893,58.853,7336.48,16.48,0.8218960941813455,1.555849306285287,12.572818244091403,15.297333,0.43452228272146237,2546.2428256178896,0.3371506937147132,2.7245147559085976,0.7730355003047168,806.7902630273536,89.37405664118367,0.002988422287262371,0.7387045126472325,0.5,7.5,0.7416929349344948,1.893,0.7416929349344948,0.4997464425450648,1147.3898543087405,141.98612230030201,2.5522691545756557,187.91103266406662,1518.5090549583224,0.7387045126472325
2D9,307.0,12.237,SHWR,2.0,58.75449999999999,7352.79,8.79,0.8222079988621313,1.6444159977242625,20.1227185641518,24.474,0.42727019999999993,4014.261047546773,0.35558400227573755,4.3512814358482,0.791941733260287,1322.8434619879952,89.27040912639255,0.0034232406696029782,0.777315119321051,0.5,7.5,0.780738359990654,2.0,0.780738359990654,0.4981198382774314,1826.8898719148563,149.29229973971204,2.5616776406681767,197.76999531612475,2420.1114326834186,0.777315119321051
2D9,307.0,6.66,SHWR,2.0,58.75449999999999,7362.04,18.04,0.8222079988621313,1.6444159977242625,10.951810544843587,13.32,0.42727019999999993,2184.7657576743904,0.35558400227573755,2.368189455156412,0.791941733260287,719.9589324867245,89.27040912639255,0.0034232406696029782,0.777315119321051,0.5,7.5,0.780738359990654,2.0,0.780738359990654,0.4981198382774314,994.2867162664821,149.29229973971204,2.5616776406681767,197.76999531612475,1317.148168805391,0.777315119321051
2D0,308.0,3.979,SHWR,2.0,58.652,7389.08,21.08,0.8225314119400866,1.6450628238801732,6.545704976219207,7.958,0.42727019999999993,1308.175795423387,0.3549371761198268,1.4122950237807907,0.7920813423848813,430.38267738939413,89.24506732673356,0.0034449913990430847,0.7765502730573998,0.5,7.5,0.7799952644564428,2.0,0.7799952644564428,0.4981513106614775,594.8216303197232,149.49023129422548,2.5641181314014063,198.08133790189237,788.1656435116297,0.7765502730573998
6D9,309.0,13.0,SHWR,2.0,58.52199999999999,7398.53,6.53,0.8229399058040299,1.6458798116080595,21.396437550904782,26.0,0.42727019999999993,4285.997918562108,0.35412018839194015,4.603562449095222,0.7922577377340062,1407.1374844071677,89.21295628318386,0.003472696212754034,0.7755832820401076,0.5,7.5,0.7790559782528617,2.0,0.7790559782528617,0.49819106396557106,1946.6324292774686,149.74095609826682,2.56720961757494,198.47584399882857,2580.185971984771,0.7755832820401076
6D9,309.0,4.167,SHWR,1.934,58.52199999999999,7404.47,12.47,0.8229399058040299,1.591565777824994,6.632054596196749,8.058978,0.43175618796730764,1342.43895078689,0.34243422217500613,1.4269234038032506,0.7809120926231531,429.91125303803756,89.26227786479491,0.00320731784995254,0.751426248927677,0.5,7.5,0.7546335667776295,1.934,0.7546335667776295,0.4992135027488216,605.6503144919158,145.344447922226,2.5628332546329715,192.56283897782473,802.4093500205956,0.751426248927677
6D9,309.0,9.667,SHWR,1.355,58.52199999999999,7406.59,14.59,0.8229399058040299,1.1150835723644603,10.779512894047242,13.098785,0.46869207874999125,2368.6158512689453,0.2399164276355395,2.31927210595276,0.639597182888732,572.3138432160457,89.6509265348444,0.0015091868621400772,0.5345363024264219,0.5,7.5,0.536045489288562,1.355,0.536045489288562,0.5073460655448084,1014.3169083519504,104.92571721857354,2.5277705476047414,138.5142205949348,1339.0169704912348,0.5345363024264219
6D9,309.0,7.167000000000002,SHWR,1.887,58.52199999999999,7415.24,23.24,0.8229399058040299,1.5528876022522042,11.129545445341547,13.524129000000004,0.43492564962151087,2269.343977143642,0.33411239774779555,2.394583554658451,0.7722983578467988,713.4952904352097,89.29682274306906,0.003028527776213874,0.7341504830851854,0.5,7.5,0.7371790108613993,1.887,0.7371790108613993,0.49993088985998585,1019.0519904437317,142.18668765783892,2.5597581756906322,188.32028111682544,1349.6914547642882,0.7341504830851854
4D5,310.0,5.595,SHWR,2.0,58.4025,7422.9,6.9,0.823313750607359,1.646627501214718,9.212880869296349,11.19,0.42727019999999993,1849.370304092683,0.35337249878528204,1.9771191307036529,0.7924192287225571,606.0089429553469,89.18346809324115,0.003498280431127876,0.7746973943763505,0.5,7.5,0.7781956748074784,2.0,0.7781956748074784,0.4982274466898131,839.0884466535264,149.97112540724333,2.5700476946171533,198.83812521228725,1112.499310562747,0.7746973943763505
4D5,310.0,6.341,SHWR,1.38,58.4025,7423.18,7.18,0.823313750607359,1.1361729758381554,7.204472839789744,8.75058,0.46721646369216,1581.4161396342263,0.2438270241618446,1.5461071602102565,0.6474760027710746,387.2170371896969,89.60681954972141,0.0015751490148130376,0.5434529962491799,0.5,7.5,0.5450281452639929,1.38,0.5450281452639929,0.5070500090223257,677.8266923459886,106.89586695252935,2.5319793335288683,141.17643756762746,895.1997906163258,0.5434529962491799
1E5,311.0,7.119,SHWR,2.0,58.2655,7458.01,18.01,0.82374040486829,1.64748080973658,11.728415884514716,14.238,0.42727019999999993,2360.031314190941,0.35251919026342,2.509584115485287,0.7926035994453574,771.656413266116,89.14969591403268,0.003527749548698944,0.7736852894839591,0.5,7.5,0.777213039032658,2.0,0.777213039032658,0.4982689703758946,1069.520433290337,150.2346443728525,2.5732970235410075,199.25303671778303,1418.4823683938973,0.7736852894839591
1E9,312.0,6.2879999999999985,SHWR,2.0,58.19499999999999,7480.02,16.02,0.8239591585247777,1.6479183170495555,10.362110377607603,12.575999999999997,0.42727019999999993,2087.6897285603222,0.35208168295044445,2.213889622392394,0.792698157668401,681.8433908095269,89.13233105943074,0.0035429719533414117,0.7731659178857524,0.5,7.5,0.7767088898390938,2.0,0.7767088898390938,0.4982902609598802,945.5272066595429,150.37010284025814,2.5749673090703626,199.4663739812659,1254.2445595941997,0.7731659178857524
6D1,313.0,7.832999999999998,SHWR,2.0,58.107,7494.29,6.29,0.8242314520239749,1.6484629040479497,12.91240992740759,15.665999999999997,0.42727019999999993,2605.5374287836353,0.35153709595205035,2.75359007259241,0.792815885382403,849.7833560039733,89.11066933607384,0.0035620279995131066,0.7725190063668864,0.5,7.5,0.7760810343663995,2.0,0.7760810343663995,0.49831676296322214,1179.172341084995,150.5390452042634,2.5770504772517993,199.732500470104,1564.5046761823241,0.7725190063668864
6D1,313.0,7.584,SHWR,1.935,58.107,7497.95,9.95,0.8242314520239749,1.5948878596663911,12.095629527709914,14.67504,0.43168851598879127,2465.961996015347,0.3401121403336087,2.579410472290088,0.7816012602980938,784.769832284585,89.15941125503622,0.0032944173807980537,0.7488219479430875,0.5,7.5,0.7521163653238856,1.935,0.7521163653238856,0.49931765142034085,1108.6561541313733,146.1835646270271,2.57274018916837,193.8692544374953,1470.3044256539642,0.7488219479430875
6D1,313.0,5.7189999999999985,SHWR,1.887,58.107,7498.14,10.14,0.8242314520239749,1.5553247499692404,8.894902245074086,10.791752999999998,0.43492564962151087,1827.02128763677,0.3316752500307595,1.8968507549259133,0.7727742920068219,570.5877161045032,89.19481133434145,0.0031074242099120575,0.731248286710344,0.5,7.5,0.7343557109202561,1.887,0.7343557109202561,0.5000458715709405,817.4722317562504,142.93971529222776,2.5695994079426585,189.50697379807474,1083.7903831511892,0.731248286710344
6D1,313.0,5.222,SHWR,2.0,58.107,7501.38,13.38,0.8242314520239749,1.6484629040479497,8.608273284938393,10.444,0.42727019999999993,1737.0249525224242,0.35153709595205035,1.835726715061607,0.792815885382403,566.5222373359824,89.11066933607384,0.0035620279995131066,0.7725190063668864,0.5,7.5,0.7760810343663995,2.0,0.7760810343663995,0.49831676296322214,786.1148940566635,150.5390452042634,2.5770504772517993,199.732500470104,1043.003117454883,0.7725190063668864
6D1,313.0,13.055,SHWR,2.0,58.107,7506.0,18.0,0.8242314520239749,1.6484629040479497,21.520683212345986,26.11,0.42727019999999993,4342.56238130606,0.35153709595205035,4.589316787654017,0.792815885382403,1416.3055933399557,89.11066933607384,0.0035620279995131066,0.7725190063668864,0.5,7.5,0.7760810343663995,2.0,0.7760810343663995,0.49831676296322214,1965.2872351416586,150.5390452042634,2.5770504772517993,199.732500470104,2607.5077936372077,0.7725190063668864
6D1,313.0,3.73,SHWR,1.662,58.107,7508.3,20.3,0.8242314520239749,1.3698726732638462,5.109625071274146,6.19926,0.4497431750842484,1085.2780587690156,0.29212732673615377,1.0896349287258535,0.7247943558148238,307.42020586279244,89.35367855490873,0.0023418841820911362,0.6480461549069868,0.5,7.5,0.6503880390890779,1.662,0.6503880390890779,0.5033275693878996,475.3009549604156,127.42652948000418,2.5553975474822197,168.69607486019316,629.2363592285205,0.6480461549069868
2D8,314.0,5.47,SHWR,1.443,58.047,7518.42,6.42,0.8244166242340175,1.1896331887696874,6.507293542570188,7.89321,0.46344039999866665,1425.737150471819,0.2533668112303127,1.3859164574298104,0.6666325497212591,360.09366871378796,89.48169928604943,0.0017582325756794193,0.565476524544257,0.5,7.5,0.5672347571199364,1.443,0.5672347571199364,0.5063034683314211,612.2840996538944,111.93493595135182,2.543920276195084,148.01329152963547,809.6327046671059,0.565476524544257
2D8,314.0,3.854,SHWR,2.0,58.047,7523.12,11.12,0.8244166242340175,1.6488332484680348,6.3546033395958075,7.708,0.42727019999999993,1283.619270459689,0.3511667515319649,1.3533966604041927,0.7928959624255717,418.2473762823336,89.09590859108586,0.0035750558277948263,0.7720788073314774,0.5,7.5,0.7756538631592722,2.0,0.7756538631592722,0.4983347859014089,580.6210708625623,150.65414397056625,2.578469720828711,199.91384441015342,770.4679563567313,0.7720788073314774
2D8,314.0,7.957000000000002,SHWR,1.474,58.047,7532.58,20.58,0.8244166242340175,1.215190104120942,9.669267658490336,11.728618000000003,0.461553402201241,2109.894386083623,0.25880989587905817,2.0593503415096666,0.6756141696018769,542.2766493332117,89.46226832528478,0.0018338449738085627,0.5771851700749915,0.5,7.5,0.5790190150488,1.474,0.5790190150488,0.5058989206405268,908.4433612950897,114.1690789613032,2.5456849631713223,150.9948628509567,1201.4661237050627,0.5771851700749915
2H5,315.0,9.449,SHWR,1.662,57.9695,7547.77,11.77,0.8246552283427289,1.3705769895056152,12.950581973838556,15.704237999999998,0.4497431750842484,2757.335537547171,0.2914230104943845,2.753656026161439,0.7248979874690626,779.2821911638704,89.32011836540012,0.0023623055105984614,0.6471992447818365,0.5,7.5,0.649561550292435,1.662,0.649561550292435,0.5033585160265329,1206.1234114426193,127.64561450339922,2.558648982920497,169.04214436283047,1597.279222084385,0.6471992447818365
4D2,316.0,6.832999999999998,SHWR,1.311,57.927,7567.93,7.93,0.8247858006412839,1.0812941846407231,7.3884831636500605,8.958062999999997,0.4712561494894097,1649.5732001279518,0.2297058153592767,1.5695798363499371,0.6254955740737547,383.6260598724914,89.53238583161026,0.0014752658015535491,0.5147714235545494,0.5,7.5,0.516246689356103,1.311,0.516246689356103,0.5079864246809748,700.1986290849476,102.47309074856545,2.5394835977256647,135.44000099795915,925.4615268190546,0.5147714235545494
4D1,317.0,15.833,SHWR,2.0,57.867,7590.41,6.41,0.8249698072917578,1.6499396145835157,26.123493917700802,31.666,0.42727019999999993,5293.579831594173,0.3500603854164843,5.542506082299196,0.7931352651205024,1719.9154361573435,89.05166811563947,0.0036143101723786764,0.7707624555262574,0.5,7.5,0.7743767656986361,2.0,0.7743767656986361,0.49838862919892035,2390.7672974124134,150.99900823674687,2.582722117438037,200.4573628574396,3173.841426121841,0.7707624555262574
4D1,317.0,13.5,SHWR,2.0,57.867,7590.81,6.81,0.8249698072917578,1.6499396145835157,22.27418479687746,27.0,0.42727019999999993,4513.5683525877175,0.3500603854164843,4.725815203122538,0.7931352651205024,1466.4850873570476,89.05166811563947,0.0036143101723786764,0.7707624555262574,0.5,7.5,0.7743767656986361,2.0,0.7743767656986361,0.49838862919892035,2038.4866111960828,150.99900823674687,2.582722117438037,200.4573628574396,2706.1743985754347,0.7707624555262574
1E7,318.0,7.5139999999999985,SHWR,1.526,57.765,7619.11,11.11,0.8252817332052066,1.2593799248711453,9.462980755481784,11.466363999999999,0.4583475817084571,2060.6923582982554,0.2666200751288547,2.003383244518214,0.6902663814501309,542.2171516757107,89.36052371956308,0.002002332058454459,0.5951759635450695,0.5,7.5,0.597178295603524,1.526,0.597178295603524,0.5052642728128757,888.9683274575926,118.30826822698866,2.5553507406992826,156.62394033119622,1176.872287648608,0.5951759635450695
6D4,320.0,3.013,SHWR,2.0,57.5825,7661.25,5.25,0.8258370705795272,1.6516741411590543,4.97649418731223,6.026,0.42727019999999993,1013.4421345619276,0.34832585884094575,1.0495058126877694,0.7935106799633532,327.7969057714589,88.98187066860201,0.0036768777410893794,0.7686947722204045,0.5,7.5,0.7723716499614939,2.0,0.7723716499614939,0.49847304762269073,456.5983758815756,151.54277327632778,2.589426994245204,201.3148632817073,606.5616830677841,0.7686947722204045
6D4,320.0,11.005,SHWR,2.0,57.5825,7661.65,5.65,0.8258370705795272,1.6516741411590543,18.176673923455397,22.01,0.42727019999999993,3701.6032827261906,0.34832585884094575,3.833326076544608,0.7935106799633532,1197.2801022286444,88.98187066860201,0.0036768777410893794,0.7686947722204045,0.5,7.5,0.7723716499614939,2.0,0.7723716499614939,0.49847304762269073,1667.7282199059873,151.54277327632778,2.589426994245204,201.3148632817073,2215.4700704151887,0.7686947722204045
6D4,320.0,9.957,SHWR,2.0,57.5825,7675.47,19.47,0.8258370705795272,1.6516741411590543,16.445719423520707,19.914,0.42727019999999993,3349.101670704651,0.34832585884094575,3.468280576479297,0.7935106799633532,1083.2637871777024,88.98187066860201,0.0036768777410893794,0.7686947722204045,0.5,7.5,0.7723716499614939,2.0,0.7723716499614939,0.49847304762269073,1508.9113935123958,151.54277327632778,2.589426994245204,201.3148632817073,2004.4920936959597,0.7686947722204045
2D1,321.0,5.5760000000000005,SHWR,2.0,57.463,7688.14,8.14,0.8261987938196291,1.6523975876392585,9.213768948676504,11.152000000000001,0.42727019999999993,1880.2504766737186,0.3476024123607418,1.9382310513234964,0.7936673480643247,607.0219606920889,88.95259944638686,0.0037033502137188146,0.7678309380175642,0.5,7.5,0.771534288231283,2.0,0.771534288231283,0.4985082588815317,846.2734131868344,151.77069820423858,2.592237351608746,201.67447738405227,1124.5368858934755,0.7678309380175642
2D1,321.0,10.378,SHWR,1.916,57.463,7688.4,8.4,0.8261987938196291,1.5829968889584094,16.428341713610372,19.884248,0.43297262879010195,3397.2691570039865,0.33300311104159064,3.4559062863896277,0.7789216943622741,1062.2239759273396,89.0157352119819,0.003348275703446646,0.7373693331833306,0.5,7.5,0.7407176088867773,1.916,0.7407176088867773,0.49978635998238796,1516.0414572469576,146.08223716004602,2.586680776874674,194.00738159838838,2013.4086062280746,0.7373693331833306
2D5,322.0,9.833,SHWR,1.411,57.298,7713.06,9.06,0.8266957817753284,1.1664677480849883,11.469877366919693,13.874363,0.4653684831321041,2556.6729748891935,0.2445322519150116,2.404485633080309,0.6573551332040072,625.8747132664155,89.32006251645764,0.0017660239325512084,0.549456166279328,0.5,7.5,0.5512221902118792,1.411,0.5512221902118792,0.5068438672682434,1087.8075978125437,110.62825158268521,2.5597663248238223,146.522582860696,1440.7565572692238,0.549456166279328
2D5,322.0,6.5,SHWR,2.0,57.298,7714.68,10.68,0.8266957817753284,1.6533915635506569,10.74704516307927,13.0,0.42727019999999993,2199.434923095331,0.3466084364493432,2.252954836920731,0.7938826858576725,708.2294412696507,88.91222774451231,0.003740089225356291,0.7666426939077905,0.5,7.5,0.7703827831331468,2.0,0.7703827831331468,0.49855663858167654,988.5521589019488,152.08494752337674,2.596112015725481,202.1704688370657,1314.108047440927,0.7666426939077905
4D9,324.0,11.005,SHWR,1.464,56.99300000000001,7761.86,9.86,0.8276070129467133,1.2116166669539885,13.333841419828644,16.11132,0.4621641310481449,2967.293462277174,0.25238333304601174,2.777478580171359,0.6731958073994249,745.1183528583493,89.2133317833597,0.0019350071103730881,0.5677352295769921,0.5,7.5,0.5696702366873652,1.464,0.5696702366873652,0.5062203335127556,1264.6964566566198,114.92016871027894,2.569907826873958,152.3639103446264,1676.7648333426137,0.5677352295769921
4D9,324.0,13.101,SHWR,2.0,56.99300000000001,7770.84,18.84,0.8276070129467133,1.6552140258934267,21.68495895322978,26.202,0.42727019999999993,4461.389962998311,0.3447859741065734,4.517041046770219,0.7942777631264681,1429.7482733423378,88.8377367624264,0.003808573477820265,0.7644598564881226,0.5,7.5,0.7682684299659429,2.0,0.7682684299659429,0.49864534684861184,2000.056868521421,152.6644430594169,2.6032567810819187,203.08564322287594,2660.6250118628977,0.7644598564881226
4D9,324.0,4.847,SHWR,2.0,56.99300000000001,7771.41,19.41,0.8276070129467133,1.6552140258934267,8.022822383505439,9.694,0.42727019999999993,1650.5882872034813,0.3447859741065734,1.6711776164945615,0.7942777631264681,528.9664820159005,88.8377367624264,0.003808573477820265,0.7644598564881226,0.5,7.5,0.7682684299659429,2.0,0.7682684299659429,0.49864534684861184,739.9645555089937,152.6644430594169,2.6032567810819187,203.08564322287594,984.3561127012798,0.7644598564881226
4D9,324.0,3.668,SHWR,2.0,56.99300000000001,7772.6,20.6,0.8276070129467133,1.6552140258934267,6.07132504697709,7.336,0.42727019999999993,1249.0938389647968,0.3447859741065734,1.2646749530229113,0.7942777631264681,400.2989593633841,88.8377367624264,0.003808573477820265,0.7644598564881226,0.5,7.5,0.7682684299659429,2.0,0.7682684299659429,0.49864534684861184,559.9731771419412,152.6644430594169,2.6032567810819187,203.08564322287594,744.918139341509,0.7644598564881226
4D9,324.0,2.62,SHWR,2.0,56.99300000000001,7772.79,20.79,0.8276070129467133,1.6552140258934267,4.336660747840778,5.24,0.42727019999999993,892.2098849748548,0.3447859741065734,0.9033392521592224,0.7942777631264681,285.9278281167029,88.8377367624264,0.003808573477820265,0.7644598564881226,0.5,7.5,0.7682684299659429,2.0,0.7682684299659429,0.49864534684861184,399.9808408156723,152.6644430594169,2.6032567810819187,203.08564322287594,532.084385243935,0.7644598564881226
2D7,327.0,5.502000000000002,SHWR,1.233,56.7505,7832.91,8.91,0.8283247066498425,1.0213243632992557,5.619326646872506,6.783966000000002,0.4756926974183938,1292.5029306890162,0.21167563670074424,1.164639353127495,0.5989599505303338,279.3898564367745,89.29384077263212,0.0014246218200048566,0.4796515843126404,0.5,7.5,0.5,1.233,0.48107620613264523,0.5090820292560788,539.6890660404403,98.0896157834315,2.563003499823955,129.95846812617785,715.0314916302307,0.4796515843126404
2D7,327.0,8.123,SHWR,1.237,56.7505,7838.3,14.3,0.8283247066498425,1.0246376621258553,8.323131729448322,10.048151,0.475468703746284,1913.5044583268643,0.21236233787414488,1.7250192705516787,0.6003762502632113,414.80009246679816,89.29156674800313,0.0014328487283068458,0.4811650666825128,0.5,7.5,0.5,1.237,0.48259791541081964,0.5090357496719438,799.2296154632911,98.39094121178027,2.563210408704279,130.36043457733783,1058.9178100717152,0.4811650666825128
2D7,327.0,3.668,SHWR,1.881,56.7505,7840.93,16.93,0.8283247066498425,1.5580787732083536,5.715032940128242,6.899508,0.4353286399910722,1202.97541560266,0.32292122679164625,1.1844750598717584,0.7731356570505731,366.7777766672017,88.86811205506234,0.00334938072375468,0.7198102195920338,0.5,7.5,0.7231596003157885,1.881,0.7231596003157885,0.5004989248333447,531.7261526574397,144.96350944859316,2.6010855683567042,192.799532422425,707.1886849254549,0.7198102195920338
